term,2.5%,97.5%
(Intercept),41.933949951237715,141.3128019881046
BirthYear,-0.02821794568613321,0.021724209287669136
HighSchoolTypeOther (please specify).,1.316235248703018,3.176650077313502
HighSchoolTypePublic,1.3958233107477527,3.1702229472446057
Occupation_GroupProduction,-1.2397897197877394,1.0426732845307334
Occupation_GroupProfessional,-0.031090245852632023,1.894692467251846
Occupation_GroupService,-0.10473420118457698,1.751229864137582
Occupation_GroupStudent,0.15852050947522595,2.2324153556534854
Occupation_GroupUnemployed,-1.035806455634737,0.9047423022742314
PartnerEthnicityCaucasian (White),2.8855566370265078,6.805526158977041
PartnerEthnicityI am single,0.9655136159529618,2.9272755736122904
PartnerEthnicityOther Hispanic,1.750124556749626,3.9965057852284893
PartnerEthnicityPuerto Rican,1.828175028479548,3.747977529612908
PhillyLiveTimeOther (please specify),0.2208912127242115,1.562817216643826
PhillyLiveTimeSince college,-6.341652078492466,-4.175576001143372
PhillyLiveTimeSince elementary school,-2.4289905849659994,-1.0597144671492391
PhillyLiveTimeSince high school,-3.1965123658036423,-0.6238023663379698
ProactiveWeaker Proactive Control,0.3942065781278738,2.1578053233168397
ProactiveWeaker Proactive Control:HighSchoolTypeOther (please specify).,-1.5763770754480915,0.9466683219246416
ProactiveWeaker Proactive Control:HighSchoolTypePublic,-2.980094035941636,-0.32686681767370535
ProactiveWeaker Proactive Control:ReactiveWeaker Reactive Control,-0.16868940253364964,1.7394672247071072
ProactiveWeaker Proactive Control:SexMale,-2.496305208383863,0.338558925832874
ReactiveWeaker Reactive Control,-0.08305027850128974,1.0309731114867344
SexMale,-2.2546212736549887,-0.856854044907633
StyleRead,-5.022882458625765,-4.309604551154478
wordLength,-3.2365375429056455,-2.83117890811348
