variable,2.5 %,97.5 %
.sig01,3.116530936751129,4.0221166872331
.sig02,1.063735615528054,2.100173950382145
.sig03,-0.7915249801493405,-0.12277713356957387
.sig04,-0.6009101690620027,0.30849079094504545
.sig05,0.8192819914143838,1.577277564300684
.sig06,-0.9088880266204433,-0.4310499324866531
.sig07,1.2200994810296664,2.3717738343855204
.sigma,5.620714940511779,5.75897601487036
(Intercept),86.27618568880344,92.7757123130025
ProactiveWeaker Proactive Control,-1.0495379777445566,0.26974494598068
ReactiveWeaker Reactive Control,-0.2568382596749552,1.0800063263940214
StyleRead,-10.489058231813091,-7.989713950534729
SexMale,-1.9695987590684223,-0.5175691819581233
PartnerEthnicityCaucasian (White),-0.4044670859185272,3.5759802343646885
PartnerEthnicityI am single,-0.32855315971274734,2.2013428337927015
PartnerEthnicityOther Hispanic,-0.3232131128234534,2.892287930175832
PartnerEthnicityPuerto Rican,-0.012054952588812413,2.548314421685656
PhillyLiveTimeOther (please specify),-0.8008642238324145,1.331824444322283
PhillyLiveTimeSince college,-3.628238390221029,-0.11852672483505788
PhillyLiveTimeSince elementary school,-1.50951800361789,0.5862705093695143
PhillyLiveTimeSince high school,-2.5704540720850417,0.6328185489345415
HighSchoolTypeOther (please specify).,-0.7254658395684103,1.0132921620953237
HighSchoolTypePublic,-0.9033786182518357,0.7293606906421966
wordLength,-2.4195548693489957,1.170970416942812
