variable,2.5 %,97.5 %
.sig01,3.0925584510140833,4.0149255997087865
.sig02,1.0574676433720511,2.05806256045309
.sig03,-0.7903565579292007,-0.14254993576725322
.sig04,-0.5728906850704071,0.27676016430944267
.sig05,0.8452273695312487,1.5927849332438384
.sig06,-0.9042966846752302,-0.4474318918387704
.sig07,1.1952135189570077,2.3868883772328844
.sigma,5.622105129992913,5.767682352309507
(Intercept),86.86054039117464,92.70140287427094
ProactiveWeaker Proactive Control,-1.089172651159521,0.13709353373018127
ReactiveWeaker Reactive Control,-0.32080115129647085,0.9975559988167877
StyleRead,-10.472177140662136,-8.024572412436502
SexMale,-1.9523712861290272,-0.594342273687851
PartnerEthnicityCaucasian (White),-0.40698198097297544,3.093014028001206
PartnerEthnicityI am single,-0.255636753518987,2.11431007848995
PartnerEthnicityOther Hispanic,-0.2672093628575841,2.9083783820024913
PartnerEthnicityPuerto Rican,0.09240096375417661,2.424262666991145
PhillyLiveTimeOther (please specify),-0.5772142828775187,1.224866088604617
PhillyLiveTimeSince college,-3.412161530697426,-0.3602331448249855
PhillyLiveTimeSince elementary school,-1.4535072070525707,0.4667423034113781
PhillyLiveTimeSince high school,-2.379343831978281,0.42222986587589795
wordLength,-2.3024017573856383,1.0693925748005582
