Word,Subject,LogRT,Trial,OrthLength,LogFrequency
avontuur,S28,7.41034709782102,190,8,4.39444915467244
avontuur,S40,8.06589354696427,298,8,4.39444915467244
avontuur,S37,6.73933662735717,172,8,4.39444915467244
avontuur,S65,7.02197642307216,295,8,4.39444915467244
avontuur,S54,7.16780918431644,74,8,4.39444915467244
avontuur,S43,7.62851762657506,446,8,4.39444915467244
avontuur,S34,6.19644412779452,94,8,4.39444915467244
avontuur,S47,6.73933662735717,415,8,4.39444915467244
avontuur,S61,7.09007683577609,342,8,4.39444915467244
avontuur,S39,7.7698009960039,361,8,4.39444915467244
avontuur,S58,7.34665516317654,78,8,4.39444915467244
avontuur,S63,7.73499619402278,387,8,4.39444915467244
avontuur,S33,6.92067150424868,351,8,4.39444915467244
avontuur,S29,7.87435882472988,358,8,4.39444915467244
avontuur,S62,7.62119516280984,81,8,4.39444915467244
avontuur,S15,7.33236920592906,70,8,4.39444915467244
avontuur,S73,6.82979373751242,99,8,4.39444915467244
avontuur,S35,7.36454701425564,416,8,4.39444915467244
avontuur,S69,6.59987049921284,78,8,4.39444915467244
avontuur,S27,7.88908440703551,453,8,4.39444915467244
avontuur,S26,6.71901315438526,70,8,4.39444915467244
avontuur,S53,7.33432935030054,307,8,4.39444915467244
avontuur,S70,6.79346613258001,430,8,4.39444915467244
avontuur,S52,7.40123126441302,151,8,4.39444915467244
avontuur,S7,6.26720054854136,456,8,4.39444915467244
avontuur,S72,7.15461535691366,335,8,4.39444915467244
avontuur,S67,7.26192709270275,450,8,4.39444915467244
avontuur,S21,7.26542972325395,400,8,4.39444915467244
avontuur,S16,6.3578422665081,194,8,4.39444915467244
avontuur,S13,7.40974195408092,352,8,4.39444915467244
avontuur,S74,6.72383244082121,405,8,4.39444915467244
avontuur,S68,6.7945865808765,181,8,4.39444915467244
avontuur,S14,7.76174498465891,94,8,4.39444915467244
avontuur,S12,7.66058546170326,155,8,4.39444915467244
avontuur,S46,6.87832646829133,70,8,4.39444915467244
avontuur,S51,8.01466637046494,406,8,4.39444915467244
avontuur,S57,7.66434663209862,334,8,4.39444915467244
avontuur,S10,8.05706068196577,407,8,4.39444915467244
avontuur,S75,6.82762923450285,151,8,4.39444915467244
avontuur,S49,7.02553831463852,340,8,4.39444915467244
avontuur,S18,7.59890045687141,358,8,4.39444915467244
avontuur,S76,8.05484022110102,93,8,4.39444915467244
avontuur,S64,7.61726781362835,182,8,4.39444915467244
avontuur,S71,7.3185395485679,159,8,4.39444915467244
avontuur,S59,6.16751649088834,456,8,4.39444915467244
avontuur,S22,6.90975328164481,184,8,4.39444915467244
avontuur,S78,7.75491027202143,350,8,4.39444915467244
avontuur,S60,7.8336002236611,183,8,4.39444915467244
avontuur,S3,6.8741984954533,158,8,4.39444915467244
avontuur,S48,7.02286808608264,179,8,4.39444915467244
avontuur,S31,7.66387725870347,436,8,4.39444915467244
avontuur,S2,7.50384074669895,87,8,4.39444915467244
baden,S8,7.99799931797973,101,5,2.63905732961526
baden,S12,7.52940645783701,311,5,2.63905732961526
baden,S48,7.55118686729615,356,5,2.63905732961526
baden,S68,8.06463647577422,358,5,2.63905732961526
baden,S47,6.95939851213398,407,5,2.63905732961526
baden,S18,8.08301991917133,165,5,2.63905732961526
baden,S46,7.25205395185281,78,5,2.63905732961526
baden,S57,7.48493028328966,166,5,2.63905732961526
baden,S39,7.34277918933185,190,5,2.63905732961526
baden,S35,7.86249719723055,407,5,2.63905732961526
baden,S72,7.76046702921342,161,5,2.63905732961526
baden,S74,7.75790620835175,397,5,2.63905732961526
baden,S13,7.20117088328168,183,5,2.63905732961526
baden,S59,7.33432935030054,443,5,2.63905732961526
baden,S15,7.44073370738926,78,5,2.63905732961526
baden,S75,7.13329595489607,304,5,2.63905732961526
baden,S52,7.05703698169789,308,5,2.63905732961526
baden,S26,6.76619171466035,78,5,2.63905732961526
baden,S7,7.77527584648686,443,5,2.63905732961526
baden,S53,7.614312146452,153,5,2.63905732961526
baden,S69,7.22983877815125,87,5,2.63905732961526
baden,S54,7.28344822875663,82,5,2.63905732961526
baden,S37,6.99025650049388,356,5,2.63905732961526
baden,S32,7.02464903045364,364,5,2.63905732961526
baden,S34,6.77422388635761,108,5,2.63905732961526
baden,S63,7.31455283232408,378,5,2.63905732961526
baden,S61,7.05531284333975,192,5,2.63905732961526
baden,S16,7.27447955877387,374,5,2.63905732961526
baden,S65,7.41457288135059,144,5,2.63905732961526
baden,S28,6.75809450442773,359,5,2.63905732961526
baden,S2,7.65633716643018,95,5,2.63905732961526
baden,S3,7.01031186730723,339,5,2.63905732961526
baden,S10,7.93164402145431,398,5,2.63905732961526
baden,S51,8.0040315078527,398,5,2.63905732961526
baden,S33,6.82437367004309,178,5,2.63905732961526
baden,S27,7.94342776787637,443,5,2.63905732961526
balkon,S78,7.50108212425987,84,6,3.73766961828337
balkon,S7,8.04334217044161,168,6,3.73766961828337
balkon,S33,7.24064969425547,84,6,3.73766961828337
balkon,S21,7.04141166379481,133,6,3.73766961828337
balkon,S58,7.82164312623998,355,6,3.73766961828337
balkon,S32,7.84227877911735,457,6,3.73766961828337
balkon,S75,7.09589322109753,379,6,3.73766961828337
balkon,S52,7.30451594646016,383,6,3.73766961828337
balkon,S68,7.45240245122364,441,6,3.73766961828337
balkon,S3,7.25629723969068,424,6,3.73766961828337
balkon,S18,7.50549227473742,83,6,3.73766961828337
balkon,S69,7.37148929521428,371,6,3.73766961828337
balkon,S63,6.63725803128446,128,6,3.73766961828337
balkon,S53,7.25347038268453,81,6,3.73766961828337
balkon,S70,5.73009978297357,147,6,3.73766961828337
balkon,S74,7.13169851046691,132,6,3.73766961828337
balkon,S12,7.60738142563979,386,6,3.73766961828337
balkon,S67,7.83518375526675,155,6,3.73766961828337
balkon,S77,7.73280753042202,151,6,3.73766961828337
balkon,S51,7.11395610956603,127,6,3.73766961828337
balkon,S59,7.33367639565768,168,6,3.73766961828337
balkon,S61,6.74993119378857,123,6,3.73766961828337
balkon,S35,7.66481578528574,140,6,3.73766961828337
balkon,S34,6.63331843328038,403,6,3.73766961828337
balkon,S54,7.4730690880322,337,6,3.73766961828337
balkon,S62,8.16080392095467,376,6,3.73766961828337
balkon,S26,7.22329567956231,335,6,3.73766961828337
balkon,S46,7.5847730776122,317,6,3.73766961828337
balkon,S65,7.35564110297425,73,6,3.73766961828337
balkon,S8,8.13593277200489,395,6,3.73766961828337
balkon,S2,6.67959918584438,373,6,3.73766961828337
balkon,S15,7.28550654852279,345,6,3.73766961828337
balkon,S60,7.81075811652936,452,6,3.73766961828337
balkon,S49,7.3664451483276,77,6,3.73766961828337
balkon,S27,8.07215530818825,159,6,3.73766961828337
balkon,S28,7.26403014289953,457,6,3.73766961828337
balkon,S20,7.7553388128465,401,6,3.73766961828337
balkon,S47,7.25488481007734,134,6,3.73766961828337
balkon,S73,7.91753635394363,393,6,3.73766961828337
balkon,S64,7.18690102041163,456,6,3.73766961828337
balkon,S10,6.83840520084734,133,6,3.73766961828337
band,S57,6.79346613258001,386,4,5.03043792139244
band,S76,7.22693601849329,442,4,5.03043792139244
band,S40,6.43615036836943,483,4,5.03043792139244
band,S75,7.41938058291869,105,4,5.03043792139244
band,S10,7.20414929203594,98,4,5.03043792139244
band,S47,7.43543801981455,98,4,5.03043792139244
band,S70,7.29369772060144,109,4,5.03043792139244
band,S37,6.67456139181443,119,4,5.03043792139244
band,S46,7.1236727852046,349,4,5.03043792139244
band,S29,7.49498623395053,414,4,5.03043792139244
band,S39,7.35244110024358,418,4,5.03043792139244
band,S3,6.87729607149743,107,4,5.03043792139244
band,S20,7.22766249872865,442,4,5.03043792139244
band,S58,7.37148929521428,392,4,5.03043792139244
band,S72,7.19518732017871,384,4,5.03043792139244
band,S18,6.86066367144829,415,4,5.03043792139244
band,S74,7.20042489294496,100,4,5.03043792139244
band,S33,6.48463523563525,403,4,5.03043792139244
band,S68,6.99301512293296,129,4,5.03043792139244
band,S35,7.04664727784876,105,4,5.03043792139244
band,S21,7.50494206839617,101,4,5.03043792139244
band,S26,6.40191719672719,374,4,5.03043792139244
band,S31,7.01121398735037,102,4,5.03043792139244
band,S14,7.59287028784482,442,4,5.03043792139244
band,S16,8.11522197256233,146,4,5.03043792139244
band,S65,6.78897174299217,340,4,5.03043792139244
band,S13,5.82894561761021,414,4,5.03043792139244
band,S71,7.82003798945875,110,4,5.03043792139244
band,S62,7.10085190894405,413,4,5.03043792139244
band,S15,7.16006920759613,378,4,5.03043792139244
band,S28,7.80791662892641,131,4,5.03043792139244
band,S64,7.52240023138712,127,4,5.03043792139244
band,S43,8.10228362448007,113,4,5.03043792139244
band,S66,8.24249315318763,442,4,5.03043792139244
band,S54,7.30114780585603,373,4,5.03043792139244
band,S67,7.9672801789422,111,4,5.03043792139244
band,S52,6.95654544315157,105,4,5.03043792139244
band,S69,7.09589322109753,408,4,5.03043792139244
band,S34,6.36647044773144,442,4,5.03043792139244
band,S32,7.97246601597457,134,4,5.03043792139244
band,S77,7.61332497954064,111,4,5.03043792139244
band,S51,7.5740450053722,94,4,5.03043792139244
band,S2,7.00215595440362,415,4,5.03043792139244
band,S22,7.57147364885127,127,4,5.03043792139244
band,S7,7.87815533650332,128,4,5.03043792139244
band,S73,7.43070708254597,433,4,5.03043792139244
band,S27,7.91935619066062,118,4,5.03043792139244
band,S63,7.28961052145117,96,4,5.03043792139244
band,S60,7.48549160803075,129,4,5.03043792139244
band,S12,6.71901315438526,108,4,5.03043792139244
band,S78,7.3815018945067,402,4,5.03043792139244
barsten,S43,7.34342622914737,258,7,2.94443897916644
barsten,S47,7.68386398025643,236,7,2.94443897916644
barsten,S52,8.15851624480683,19,7,2.94443897916644
barsten,S70,7.6657534318617,258,7,2.94443897916644
barsten,S37,7.40000951716269,22,7,2.94443897916644
barsten,S26,7.1577354842499,232,7,2.94443897916644
barsten,S71,7.58120982619635,20,7,2.94443897916644
barsten,S12,7.07665381544395,20,7,2.94443897916644
barsten,S68,7.36960072052641,26,7,2.94443897916644
barsten,S57,7.52294091807237,482,7,2.94443897916644
barsten,S48,7.2827611796056,21,7,2.94443897916644
barsten,S65,7.85399308722424,428,7,2.94443897916644
barsten,S34,6.68586094706836,271,7,2.94443897916644
barsten,S2,7.52185925220163,263,7,2.94443897916644
barsten,S61,7.37086016653672,479,7,2.94443897916644
barsten,S22,7.56371966841437,27,7,2.94443897916644
barsten,S74,7.2717037068873696,235,7,2.94443897916644
barsten,S35,7.84463264446468,243,7,2.94443897916644
barsten,S39,7.68432406768116,508,7,2.94443897916644
barsten,S15,7.10578612948127,244,7,2.94443897916644
barsten,S62,7.70255611326858,262,7,2.94443897916644
barsten,S3,6.80461452006262,20,7,2.94443897916644
barsten,S28,7.5109777520141,25,7,2.94443897916644
barsten,S53,7.52240023138712,452,7,2.94443897916644
barsten,S31,7.6314316645769,254,7,2.94443897916644
barsten,S46,6.89770494312864,224,7,2.94443897916644
barsten,S51,7.72841577984104,233,7,2.94443897916644
barsten,S21,7.68340368105383,230,7,2.94443897916644
barsten,S72,7.7410990900353696,488,7,2.94443897916644
barsten,S54,7.7828072628397,238,7,2.94443897916644
barsten,S7,7.84737183615979,258,7,2.94443897916644
barsten,S75,7.91971976092457,21,7,2.94443897916644
barsten,S63,7.13966033596492,226,7,2.94443897916644
barsten,S59,6.94215670569947,258,7,2.94443897916644
barsten,S10,7.71601526664259,237,7,2.94443897916644
barsten,S58,7.19668657083435,257,7,2.94443897916644
barsten,S13,7.40853056689463,508,7,2.94443897916644
beek,S39,7.28550654852279,90,4,4.55387689160054
beek,S46,6.82437367004309,110,4,4.55387689160054
beek,S33,6.83087423464618,77,4,4.55387689160054
beek,S54,7.19518732017871,114,4,4.55387689160054
beek,S43,5.84932477994686,397,4,4.55387689160054
beek,S27,7.1236727852046,403,4,4.55387689160054
beek,S22,7.40123126441302,463,4,4.55387689160054
beek,S65,7.52131798019924,67,4,4.55387689160054
beek,S29,7.29097477814298,88,4,4.55387689160054
beek,S28,6.91075078796194,463,4,4.55387689160054
beek,S79,7.51806418123308,83,4,4.55387689160054
beek,S18,7.11232744471091,76,4,4.55387689160054
beek,S53,6.69703424766648,74,4,4.55387689160054
beek,S61,7.02731451403978,117,4,4.55387689160054
beek,S13,7.58273848891441,86,4,4.55387689160054
beek,S71,7.9273243603098,411,4,4.55387689160054
beek,S57,7.0647590277918,78,4,4.55387689160054
beek,S75,7.1577354842499,386,4,4.55387689160054
beek,S70,7.14519613499717,386,4,4.55387689160054
beek,S72,7.41637847919293,77,4,4.55387689160054
beek,S59,7.56008046502183,405,4,4.55387689160054
beek,S35,7.26612877955645,371,4,4.55387689160054
beek,S10,7.4667994750186,363,4,4.55387689160054
beek,S76,7.47420480649612,148,4,4.55387689160054
beek,S7,7.09090982207998,402,4,4.55387689160054
beek,S67,7.62851762657506,402,4,4.55387689160054
beek,S20,8.13329386122263,159,4,4.55387689160054
beek,S49,7.76514490293613,71,4,4.55387689160054
beek,S63,6.98100574072173,345,4,4.55387689160054
beek,S64,7.17548971362422,463,4,4.55387689160054
beek,S66,7.0518556229559,159,4,4.55387689160054
beek,S2,7.48042830607421,132,4,4.55387689160054
beek,S32,6.95272864462487,463,4,4.55387689160054
beek,S12,7.36707705988101,394,4,4.55387689160054
beek,S69,7.58375630070711,121,4,4.55387689160054
beek,S31,7.59890045687141,391,4,4.55387689160054
beek,S52,6.76272950693188,389,4,4.55387689160054
beek,S21,7.23705902612474,360,4,4.55387689160054
beek,S78,7.79975331828725,77,4,4.55387689160054
beek,S26,6.97354301952014,109,4,4.55387689160054
beek,S15,7.25205395185281,114,4,4.55387689160054
beker,S2,7.41938058291869,315,5,4.76217393479776
beker,S67,7.67461749736436,214,5,4.76217393479776
beker,S52,7.18387071506245,266,5,4.76217393479776
beker,S71,7.7484600238997,278,5,4.76217393479776
beker,S21,7.93272102748195,182,5,4.76217393479776
beker,S69,7.18765716411496,311,5,4.76217393479776
beker,S20,7.27447955877387,337,5,4.76217393479776
beker,S28,6.71901315438526,313,5,4.76217393479776
beker,S13,7.00397413672268,230,5,4.76217393479776
beker,S65,7.2115567333138,182,5,4.76217393479776
beker,S54,6.6945620585211,284,5,4.76217393479776
beker,S77,7.57301725605255,210,5,4.76217393479776
beker,S39,7.38523092306657,230,5,4.76217393479776
beker,S26,6.7900972355139,280,5,4.76217393479776
beker,S59,6.42648845745769,214,5,4.76217393479776
beker,S35,7.14124512235049,195,5,4.76217393479776
beker,S47,7.13329595489607,187,5,4.76217393479776
beker,S72,7.7106533235012,210,5,4.76217393479776
beker,S63,6.89060912014717,180,5,4.76217393479776
beker,S78,7.9043348420851,222,5,4.76217393479776
beker,S73,7.87891291229713,328,5,4.76217393479776
beker,S18,7.58528107863913,214,5,4.76217393479776
beker,S15,6.85329909318608,293,5,4.76217393479776
beker,S37,6.80350525760834,303,5,4.76217393479776
beker,S33,6.67203294546107,230,5,4.76217393479776
beker,S10,7.46393660446893,186,5,4.76217393479776
beker,S76,6.52795791762255,338,5,4.76217393479776
beker,S31,6.70808408385307,202,5,4.76217393479776
beker,S46,6.93244789157251,269,5,4.76217393479776
beker,S57,6.9985096422506,213,5,4.76217393479776
beker,S48,7.1236727852046,307,5,4.76217393479776
beker,S75,7.06817200038804,265,5,4.76217393479776
beker,S62,7.05272104923232,317,5,4.76217393479776
beker,S40,7.75276480885133,373,5,4.76217393479776
beker,S43,7.29641326877392,209,5,4.76217393479776
beker,S16,8.25166392360559,315,5,4.76217393479776
beker,S12,6.69703424766648,272,5,4.76217393479776
beker,S74,6.89467003943348,188,5,4.76217393479776
beker,S61,6.68085467879022,230,5,4.76217393479776
beker,S51,7.68845535654994,184,5,4.76217393479776
beker,S68,7.36201055125973,306,5,4.76217393479776
beton,S58,6.94215670569947,475,5,3.04452243772342
beton,S47,7.82644313545601,16,5,3.04452243772342
beton,S79,7.73149202924568,283,5,3.04452243772342
beton,S74,7.77904864492556,18,5,3.04452243772342
beton,S21,7.24779258176785,19,5,3.04452243772342
beton,S14,7.5137092478397,511,5,3.04452243772342
beton,S72,8.01367414283268,269,5,3.04452243772342
beton,S60,7.38461038317697,249,5,3.04452243772342
beton,S32,7.89878235697031,249,5,3.04452243772342
beton,S76,6.22455842927536,511,5,3.04452243772342
beton,S46,7.40610338123702,420,5,3.04452243772342
beton,S54,7.23128700432762,455,5,3.04452243772342
beton,S40,6.68586094706836,552,5,3.04452243772342
beton,S62,7.51914995766982,496,5,3.04452243772342
beton,S34,5.71702770140622,511,5,3.04452243772342
beton,S71,7.9251575122247,227,5,3.04452243772342
beton,S63,6.92951677076365,19,5,3.04452243772342
beton,S3,7.07918439460967,224,5,3.04452243772342
beton,S53,7.11395610956603,247,5,3.04452243772342
beton,S64,7.6861623034929,249,5,3.04452243772342
beton,S51,7.35244110024358,16,5,3.04452243772342
beton,S22,7.67415292128168,249,5,3.04452243772342
beton,S78,7.7944112057266,282,5,3.04452243772342
beton,S52,7.84893372636407,213,5,3.04452243772342
beton,S20,7.95997452808054,511,5,3.04452243772342
beton,S13,7.28207365809346,283,5,3.04452243772342
beton,S75,7.33106030521863,209,5,3.04452243772342
beton,S15,7.60489448081162,459,5,3.04452243772342
beven,S53,6.81454289725996,366,5,3.89182029811063
beven,S54,7.0057890192535,433,5,3.89182029811063
beven,S40,6.61873898351722,535,5,3.89182029811063
beven,S7,8.05515773181968,53,5,3.89182029811063
beven,S34,6.7322107064672,494,5,3.89182029811063
beven,S37,6.88346258641309,110,5,3.89182029811063
beven,S67,6.97914527506881,42,5,3.89182029811063
beven,S71,7.67322312112171,100,5,3.89182029811063
beven,S21,7.44541755670169,43,5,3.89182029811063
beven,S72,6.78671695060508,394,5,3.89182029811063
beven,S47,7.3031700512368,39,5,3.89182029811063
beven,S58,7.28138566357028,452,5,3.89182029811063
beven,S18,7.23489842031483,425,5,3.89182029811063
beven,S73,8.23536064375335,494,5,3.89182029811063
beven,S66,7.38336814699238,494,5,3.89182029811063
beven,S13,5.84643877505772,425,5,3.89182029811063
beven,S64,7.39817409297047,116,5,3.89182029811063
beven,S26,6.76041469108343,433,5,3.89182029811063
beven,S46,6.77764659363512,402,5,3.89182029811063
beven,S51,7.22766249872865,34,5,3.89182029811063
beven,S12,7.01031186730723,99,5,3.89182029811063
beven,S52,7.45182223652793,97,5,3.89182029811063
